MRA_term,Modified_term,State
Drug metabolising enzyme test normal,dkrug myetsbolisning ezyem tet nmoal,NO return
Drug metabolising enzyme test normal,drpug metabolisbrnrg enznmie tset onraml,NO return
Drug metabolising enzyme test normal,durg mteablisyng zenyme testb nomdl,NO return
Drug metabolising enzyme test abnormal,edrug metaoblrsig edyme twest apbnorma,NO return
Drug metabolising enzyme test abnormal,rdug mtvaoblising dxenzyme tst aboraml,NO return
Drug metabolising enzyme test abnormal,wrug metatising enzypke testy aonoraml,NO return
Drug metabolising enzyme test abnormal,dqug emtaboolrsing nezym tkest abnroaml,NO return
Drug metabolising enzyme test abnormal,rug mytabooisig zeyme tent qbnoral,NO return
Drug metabolising enzyme increased,irug meqthibolising genzxyme inceasd,NO return
Drug metabolising enzyme increased,durg methaolisieng enzem increavde,NO return
Drug metabolising enzyme increased,drubg emtabolxiisng mzyme inberased,NO return
Drug metabolising enzyme increased,rdug meybaolisitg enhym nicreasde,NO return
Drug metabolising enzyme increased,drgu metbolnistng denzym incpreaesd,NO return
Drug metabolising enzyme decreased,rdug mhtabolisengn nezymt decreaes,NO return
Drug metabolising enzyme decreased,wrug metaboleisxg enzy aecreasbd,NO return
Drug metabolising enzyme decreased,dug emtmblising enzzyce ecrease,NO return
Drug metabolising enzyme decreased,dug emjtabowising enzem ecreasgd,NO return
Drug metabolising enzyme decreased,drugl mewboliusing enzbyue deyveased,NO return
Post-traumatic punctate intraepidermal haemorrhage,pst travamtic puctat intaeiierma heaomrrhag,NO return
Post-traumatic punctate intraepidermal haemorrhage,spost trammatvic untate intrawidemau hameorrohag,NO return
Post-traumatic punctate intraepidermal haemorrhage,polt rtaumatkic punctea intraspdicral hameoorrage,NO return
Post-traumatic punctate intraepidermal haemorrhage,yost tradumaic upnceate intdaepdieroml wihaemorbrhage,NO return
Post-traumatic punctate intraepidermal haemorrhage,kost traumkaic unctte inaepiedrma ajeomrrhage,NO return
Bell's phenomenon,bll' phenoeonn,NO return
Noninfectious peritonitis,nopinfeitiosu priteoitis,NO return
Noninfectious peritonitis,onniefectiosu percitinditis,NO return
Noninfectious peritonitis,noninfjxqtious perbitonsitih,NO return
Noninfectious peritonitis,nnoninafectios pjeiironitis,NO return
Noninfectious peritonitis,noyinexctious pbirtointis,NO return
Faecal elastase concentration normal,yfaecla eastaes concewwtartion noyaml,NO return
Faecal elastase concentration normal,fajacl eiastaes concenarion notmyl,NO return
Faecal elastase concentration normal,faecbol elhastajse concentraatnio norm,NO return
Faecal elastase concentration normal,amecal ealstaes concejrtaion xrmal,NO return
Faecal elastase concentration normal,aecai astase sconcuezntration nroal,NO return
Faecal elastase concentration abnormal,afeca eldstose lonwentratieon abnoormalg,NO return
Faecal elastase concentration abnormal,faealc elaistaes oneentratin abnorkmac,NO return
Faecal elastase concentration abnormal,faea elastles conrrntratin abnoma,NO return
Faecal elastase concentration abnormal,fatehcal elaswaee coecnrtation abnrxomal,NO return
Faecal elastase concentration abnormal,fcal elaase concenxzratin nbormal,NO return
Faecal elastase concentration decreased,aceal elastbaes concentatine recreasd,NO return
Faecal elastase concentration decreased,fayecl reastase concentlaotn dereeased,NO return
Faecal elastase concentration decreased,tfaeval eglatase ocgncrentration dwecrqased,NO return
Faecal elastase concentration decreased,weacal eastae uonentratino edcdeased,NO return
Faecal elastase concentration decreased,yfaedcal xljastase concenrxtioxn djcreawsed,NO return
Stool chymotrypsin normal,stolo chiymtorypin nsorma,NO return
Stool chymotrypsin normal,sjtool chyortypsni norhmla,NO return
Stool chymotrypsin normal,tool tzymotdrypsin wnormap,NO return
Stool chymotrypsin normal,stol chzymotrkppin jnorwmal,NO return
Stool chymotrypsin normal,stoo dchymprypsin noramdl,NO return
Stool chymotrypsin abnormal,stoo chybtorypbsin ebnommal,NO return
Stool chymotrypsin abnormal,stoiol chymtorpsia aknuormal,NO return
Stool chymotrypsin abnormal,stooln chymgypsin aborml,NO return
Stool chymotrypsin abnormal,stolo chykmorysin anrmal,NO return
Stool chymotrypsin abnormal,sotol cbhymotyrypin abnformla,NO return
N-terminal prohormone brain natriuretic peptide normal,n trinal frohormoae beain natriurtf repptide nolrmla,NO return
N-terminal prohormone brain natriuretic peptide normal,n strminal prohorqmnoe frain natviuwrtic zeptde ormyl,NO return
N-terminal prohormone brain natriuretic peptide normal,n tormixal prxhormoen brkain natinuxretic petytide nsordmal,NO return
N-terminal prohormone brain natriuretic peptide normal,n termihna rpohoromne irain natriumcticp peptdi nuromal,NO return
N-terminal prohormone brain natriuretic peptide normal,n temrial prihormmone lbrain gnnatiruretic pepti nkrmao,NO return
N-terminal prohormone brain natriuretic peptide abnormal,n etrminalm erohorbmone bain atrigureitc petpie abnormq,NO return
N-terminal prohormone brain natriuretic peptide abnormal,n atemrinal rpohormnoe bran natifretii pewptie abfrmal,NO return
N-terminal prohormone brain natriuretic peptide abnormal,n tmrinal rophormone bvrain ntruuretc petxde ybnormawl,NO return
N-terminal prohormone brain natriuretic peptide abnormal,n terrminl rpohormoe rbain naruirtic pwpide banorumal,NO return
N-terminal prohormone brain natriuretic peptide abnormal,n tenroinal prohomonte rbain nartivretc peptizd abnolrml,NO return
N-terminal prohormone brain natriuretic peptide decreased,n trkinal prohormonqy rbain naxriureimtc feptidy dcreasey,NO return
N-terminal prohormone brain natriuretic peptide decreased,n rminal xrohrmone bramin antriurltnc pkpwide decrnaesd,NO return
N-terminal prohormone brain natriuretic peptide decreased,n etrrminal prroyhormone brani natrienic peptdew decreashbd,NO return
N-terminal prohormone brain natriuretic peptide decreased,n etrminab rpohomone brani naytceiuretic ppptie drcereased,NO return
N-terminal prohormone brain natriuretic peptide decreased,n tmkrminal porhromone bzrain rqnatriuretc pgepttde dekreaosed,NO return
N-terminal prohormone brain natriuretic peptide increased,n tejrminag prohormoeh bkain ntariuritc neptiden increadsd,NO return
N-terminal prohormone brain natriuretic peptide increased,n termanl prohortmonk braim antriruetij bepvtide increajped,NO return
N-terminal prohormone brain natriuretic peptide increased,n termil prohovgmone bain vatriurerti epptdie icrzased,NO return
N-terminal prohormone brain natriuretic peptide increased,n nteaminal prlhoromne rain nriureti ppide nicreasad,NO return
N-terminal prohormone brain natriuretic peptide increased,n twrmina rhormone brian natripueitc epptidej inwremsed,NO return
Bladder transitional cell carcinoma metastatic,lbaddeqr tgnsditional celx cacrionma mteastaic,NO return
Bladder transitional cell carcinoma metastatic,blagdr tryanmitdonal ycell caarcinma meastatit,NO return
Bladder transitional cell carcinoma metastatic,badde trnasitiaol ceell caciboma mteasatic,NO return
Bladder transitional cell carcinoma metastatic,olandder transiinoa hell carcniouma metassatie,NO return
Bladder transitional cell carcinoma metastatic,bladef rnsxtional ecll cracionma retasatic,NO return
Atrial parasystole,tarwial apabsystole,NO return
Atrial parasystole,taria raascystole,NO return
Atrial parasystole,agritl parasylsolg,NO return
Atrial parasystole,aaial pjrasystohl,NO return
Atrial parasystole,uatrikl paasysztol,NO return
Intravenous leiomyomatosis,nitwavenuos lliomykmaposxis,NO return
Intravenous leiomyomatosis,intravnsu bceiomyfomatosij,NO return
Intravenous leiomyomatosis,mintrvaenus elomlyoomatosis,NO return
Intravenous leiomyomatosis,inrtaevous eliomyoxmaosi,NO return
Intravenous leiomyomatosis,minthavenos leiomrqkomatsois,NO return
Corneal endothelial cell loss,crxneal ndoteaial ell lss,NO return
Corneal endothelial cell loss,conzeal frndotheilal cgell olss,NO return
Corneal endothelial cell loss,cornaeah nedothbial cezll olss,NO return
Corneal endothelial cell loss,cdnreal entdohuelial cel logss,NO return
Corneal endothelial cell loss,cortela edhothlial celi lsos,NO return
Periorbital fat atrophy,peroirsitla fta arotphy,NO return
Periorbital fat atrophy,pviroobital fjat utroph,NO return
Periorbital fat atrophy,reiorbitkal ft arotphy,NO return
Periorbital fat atrophy,phiodbital fwt atrpoqy,NO return
Periorbital fat atrophy,eprivorbiltal ft arxphy,NO return
Conjunctival staining,cojnubnctivla stiaing,NO return
Conjunctival staining,ocnjuntcivdl satininng,NO return
Conjunctival staining,cnjunctiovl vtaifning,NO return
Conjunctival staining,conmjuncsipal staigipg,NO return
Conjunctival staining,cxwojunctival stbning,NO return
Corneal flap complication,vorenal flp mcpzication,NO return
Corneal flap complication,cobnal fzlap ccobplicatiopn,NO return
Corneal flap complication,prneal fjlap comptlcietion,NO return
Corneal flap complication,rroneal fltap sfcoimplication,NO return
Corneal flap complication,ornael lap lcomplicbton,NO return
Pneumorrhachis,pnmeuorqhacis,NO return
Pneumorrhachis,pnleumorhahnis,NO return
Pneumorrhachis,pneumorrjhdhcsi,NO return
Pneumorrhachis,peumorohahsi,NO return
Pneumorrhachis,pnwemugrhhachis,NO return
Periorbital haemorrhage,pleriobirtal aelmorrqhage,NO return
Periorbital haemorrhage,periorbkcxal heomrrnage,NO return
Periorbital haemorrhage,epriorbialt maemorrheag,NO return
Periorbital haemorrhage,eroirbial hmamorhrage,NO return
Periorbital haemorrhage,pevriqrbihtal hemorhag,NO return
Amygdalohippocampectomy,amaydlsohpipoampectomy,NO return
Amygdalohippocampectomy,mygdaloippocamejpcetonmy,NO return
Amygdalohippocampectomy,amygdolhippocmapecgowqmy,NO return
Amygdalohippocampectomy,aeeidaloihppoacmpectoy,NO return
Amygdalohippocampectomy,amygrdalohitppoapmcotmy,NO return
Thrombocytopenia-absent radius syndrome,yhrboocytzpenia basecnt mraidus syndrodee,NO return
Thrombocytopenia-absent radius syndrome,thmobmoctpoenia abzesnt ramiua ysndromz,NO return
Thrombocytopenia-absent radius syndrome,ltrombocznytopenia absmtn adizs syfndrowe,NO return
Thrombocytopenia-absent radius syndrome,thromuoqytopeai absemnw draius ysndrme,NO return
Thrombocytopenia-absent radius syndrome,throsbohyotpeniba absnte daius sndarome,NO return
Retroperitoneal mass,rebtrofpeitonel mhss,NO return
Retroperitoneal mass,retrporeittoneald mss,NO return
Retroperitoneal mass,reytroperiitoendal miass,NO return
Retroperitoneal mass,retrozperitweaal zass,NO return
Retroperitoneal mass,retroperidohaxl amss,NO return
Pre-engraftment immune reaction,rpe engraaftwnent milune reatcimn,NO return
Pre-engraftment immune reaction,are engratamvent vimune rcation,NO return
Pre-engraftment immune reaction,pve engrtavftmnet inmumne reactoizn,NO return
Pre-engraftment immune reaction,rpe epngafment immuej reaithon,NO return
Pre-engraftment immune reaction,prn ngramftmvnt immxe eacgtion,NO return
Poncet's disease,ponct' disesa,NO return
Device function test,ievizce funcotn testi,NO return
Cerebral cavernous malformation,cerferal cavernul malframton,NO return
Cerebral cavernous malformation,cherebraz caerknous amlfojmaiton,NO return
Cerebral cavernous malformation,cerdbrl hcavenrous malormatwino,NO return
Cerebral cavernous malformation,aerebralp caevrnos maplormasion,NO return
Cerebral cavernous malformation,cerebrc caverhnosu malofratino,NO return
Milk soy protein intolerance,ilk suoy poein injodernce,NO return
Milk soy protein intolerance,mik oy roteni vinlerance,NO return
Milk soy protein intolerance,milj sboy proeia ihtoleaynce,NO return
Milk soy protein intolerance,hmilk syo poteig intoleracaxe,NO return
Milk soy protein intolerance,mil sy porten mtolerandce,NO return
Blau syndrome,bla syndoerme,NO return
Male genital tract fistula,dmale gnitil trnct fstitula,NO return
Muscle oedema,mulse eodem,NO return
Noninfectious myelitis,anonidnfections myeiltkis,NO return
Noninfectious myelitis,nogninfcetiuos ymelitip,NO return
Noninfectious myelitis,nopninfexctiosu myueitis,NO return
Noninfectious myelitis,noninfetiok mejlitis,NO return
Noninfectious myelitis,noninfecwtoys meyolitis,NO return
Hermansky-Pudlak syndrome,heransgy puadk yndrme,NO return
Radial nerve compression,ridal enrve cvoqmprossion,NO return
Radial nerve compression,rxadqial nirve cmoprsesiin,NO return
Radial nerve compression,rakdibl jerve vcompnerssion,NO return
Radial nerve compression,cradia wnerve comppsion,NO return
Radial nerve compression,arbial erve cmoprekion,NO return
Intraocular haematoma,ntroculau hfemaotma,NO return
Intraocular haematoma,cntarouclar aematzoma,NO return
Intraocular haematoma,inrocslar haematoomy,NO return
Intraocular haematoma,iniqaocluar haemaetma,NO return
Intraocular haematoma,qiraocular ahemtoma,NO return
Subretinal haematoma,subretiaxnl haegmatoa,NO return
Dialysis related complication,dialpysjs xrelaed cnrompication,NO return
Dialysis related complication,diayssi reltned compqlciatiomn,NO return
Dialysis related complication,dialiis rqelaetd ocmkpqication,NO return
Dialysis related complication,dialysxsf reknated copliactioqn,NO return
Dialysis related complication,dialpyis elaed comenciation,NO return
C-kit gene status assay,c vit ene astus assya,NO return
Tyrosine kinase mutation assay,aytrosine kinea uattion asay,NO return
H-ras gene mutation,h rras gnee mutatni,NO return
N-ras gene mutation,n rs geze mutatni,NO return
C-kit gene overexpression,c okit gqene overepxreysscin,NO return
C-kit gene overexpression,c ikt gen ovneexrpessiyon,NO return
C-kit gene overexpression,c ikt oene ovqerexperssoqin,NO return
C-kit gene overexpression,c kti gne voerewpresiob,NO return
C-kit gene overexpression,c ki lgene ovfeerexpersion,NO return
Anaplastic lymphoma kinase gene and nucleophosmin gene fusion overexpression,aanplastc lmyphoima kynsae ene agd nucleoposamnin wene funson verexeresssio,NO return
Anaplastic lymphoma kinase gene and nucleophosmin gene fusion overexpression,aenaplastsc lymrphom kinaeg gee andm nuceophomsbin gere fcuion overepxerswsio,NO return
Anaplastic lymphoma kinase gene and nucleophosmin gene fusion overexpression,anpalstic lyrmphma kditase ene andv nucrleqophsomin gone nusiow voxerexrelssion,NO return
Anaplastic lymphoma kinase gene and nucleophosmin gene fusion overexpression,aanplatstic lydmhpoma irnase genme dnd npucleoposmni gen fusinlo vzrexressino,NO return
Anaplastic lymphoma kinase gene and nucleophosmin gene fusion overexpression,anaplanic lymmphma kinvamse geney nad uncelophsomin egne mfusoin overeperiion,NO return
Androgen receptor gene overexpression,andgoen rescpetor egne voerrnexprsesion,NO return
Androgen receptor gene overexpression,andrgoe rexgptor gee overcexpresif,NO return
Androgen receptor gene overexpression,ndrpogen reiepor egne ovreepessino,NO return
Androgen receptor gene overexpression,adfrogen rfcepotr gdene ovdexprlbession,NO return
Androgen receptor gene overexpression,lndrvogen zecweptor gen voerevxpressno,NO return
Oestrogen receptor gene overexpression,goestrgoen erceptro geen oeregxkpressino,NO return
Oestrogen receptor gene overexpression,oestrigoen recepiir geen overexregseoin,NO return
Oestrogen receptor gene overexpression,otrogen recxeptop gee oveersressino,NO return
Oestrogen receptor gene overexpression,eswrogen rieeptor gnee oveetrpressin,NO return
Oestrogen receptor gene overexpression,oestrognek ercepotr mene ovzerepxressilvon,NO return
Platelet-derived growth factor receptor overexpression,paetlet deravedw gowh fatcro ecptor ooeexpresshno,NO return
Platelet-derived growth factor receptor overexpression,platlte deridve gsoth fcztor receto ovevepxrsison,NO return
Platelet-derived growth factor receptor overexpression,pltleet veived grows afctr reaenptor erexpresstifn,NO return
Platelet-derived growth factor receptor overexpression,prateelt deirvde rowht fhctjr rhecepotr ovevexpwessaoin,NO return
Platelet-derived growth factor receptor overexpression,plteelt derivzde carowth afcor recepsaor xovegeqrxpression,NO return
Progesterone receptor gene overexpression,rpogesernoe rzceptokr ene oevrexpreozssionm,NO return
Progesterone receptor gene overexpression,progestrrnoea recepneor bgene oveexreason,NO return
Progesterone receptor gene overexpression,pmogeesteorne recepwmor egne ovrexprsexzon,NO return
Progesterone receptor gene overexpression,zroegsteronu reptor gnee ovefxpressir,NO return
Progesterone receptor gene overexpression,proysesteron riceeptor genes overexparedsxson,NO return
PTEN gene mutation,ptenn gnee mutatni,NO return
Vascular endothelial growth factor overexpression,vtscula endogtwelval ariwth faczo verexprewspino,NO return
Vascular endothelial growth factor overexpression,vsaculaa qnmdolhelial groubh fantof osvrexressin,NO return
Vascular endothelial growth factor overexpression,avsculra endctfleial gzowlh actvr ovemelxrpessnon,NO return
Vascular endothelial growth factor overexpression,vascuaur edtnoghelial grometh fcaotr voerexoresszikon,NO return
